orig_id,gender,age,text,box,chicken,door
226,Male,26,"I like watching TV series.

I still remember how it all began. I got a phone call from a good friend of mine who studied with me at the same class: ""You will not believe how amazing thing is watching Prison Break"", he said.

It was that time of the first season. people had started to talk about it everywhere!



Describing over and over again how genius is the main character, talking about his next step and how will the other characters develop.

After a while, a bunch of amazing American TV series found their way to my watch-list. Action series of swat units that defend the US from terrorism or stories about people that got supernatural powers, etc.

That brought my enthusiasm to a new level! I was talking about my hobby, dreaming about it and being a fan of the characters, the creators and the producers.



But then something changed. The new seasons of the series that I was watching wasn't good as their ancestors. Actually, not even close.

I found myself watching boring TV crap, waiting to see how it will end to have a complete image of the storyline in my mind.

I also tried watching some new American AV series, but nothing got my passion back. I became bored.



But then I'd got to know something else. non-American, even non-Western! I opened my eyes to Japanese Anime. a whole new world of talented writers are writing Manga (a Japanese comics), so the Anime is based on the Manga volumes, with a special artificial drawing system that is used in Japan (very different from cartoons).

This time, the plot of tones of series that I watch is amazing, so I am watching Anime for a lot of years, and it renew itself again and again.

They know how to find my old enthusiasm and they keep doing it again and again.



*Only Game of Thrones is good enough to keep the American television dignity. ",The Left box,Speed!,Door B
227,Male,22,"I've had the chance to join Taglit birthright trip to Israel as a soldier. I made so many new friends from the U.S, mostly from Kent State University. I had been looking forward to it for so long and when I finally went on I was the happiest person on Earth. I keep in touch with many of them who have even given me tips for studential life since they started college right after high school while I had military service first. We've had the chance to meet again few times since then. They came to Israel last summer for Onward program- a program of internships in the most prestigious firms in Israel. We had such a wonderful time together until Operation Protective Edge started and beclouded the happiness and excitement of the occasion. Still, it was interesting to see how fast young people from a foreign country managed to adapt the new difficult situation. One of them even came back to Sderot during the holiday season. I must say Taglit is probably the best experience I've had in the last few years and it is indeed what they say - a life changing experience.",The Left box,Speed!,Door B
228,Female,25,I would like to tell about a wonderful and unusual day that was during my big trip at Vietnam.  In the north of Vietnam there is a place called Sapa. I think it's the most beautiful place I have ever seen. The only possible way to reach Sapa is by a night train from the capital city. The night train is an experience I will never forget. Residents and tourists both together hurry up for the train with bags in the middle of the night. Lots of scary stories were about this night train. From robbers next to a one snake that got out from his cage and start to go around the train. This trip by the train takes is about 6 hours and you need to try to sleep at the bed in the train. I didn't shut my eyes for one minute because I was shocked from the situation. The train was very old and dusty and slow. After 6 hours when the first light in the morning was shown we arrive to Sapa. The green in Sapa is the most beautiful green and it's seems that we enter to a movie about lonely tribes at the end of the world. In Sapa there are like 12 different tribes when each tribe has its own dress. There are so many colors and smells around you and the tribe's children run for you to say to you welcome and you feel at home at the edge of the world. There are a lot of stories to tell about Sapa but words will never describe this place in a way that someone who didn't visit there will understand. So take a beg and some money and take the train to Sapa.     ,The Left box,Speed!,Door A
229,Male,27,"I want to tell you a little bit about a trip I went to.

I was quite recently released from the army (after being there for about 7 years), I knew I wanted to go to the Technion but first I had to tour the world for a bit, to get some prospective at where I am and what I am doing.



I planned a trip to Mongolia with my brother how was fortunately also released from the army around the same time I was. First, we visited China. We flew to Beijing and spent a few days there. The weather was horrible, very how and foggy and we didn't like it at all over there. The only good part about China was the Great Wall. we went there with a few friends we met at the local inn we stayed at and really liked walking on the wall and looking at the vast green growth that was surrounding it. We even put up a tent and spent a full night on the wall. 



Mongolia was a lot more fun. We rented a van with a few people who were also travelling the country and headed up north. The drive was long and bumpy but every day we got to see an amazing place whether it was natural hot springs, a vast river with a breath-taking view or a volcano which was located on the bank of a lake. When we got to the north-most point, we left the van and went horse-back riding in the snow to meet the people of the Tzaatan who used reindeer as house animals and lived in small wooden tents in the snow. We spent two night there.



The greatest experience of all was right afterwards. We decided to stay at a small village in the north and try to live life as Mongolians. We stayed with a local (non-English speaking) family, ate their food and slept in their home and in return we helped with  their everyday chores such as bringing water from the river, chopping wood and herding their goats and sheep. It was definitely an amazing experience and one I would surly never forget.",The Left box,Speed!,Door A
230,Male,27,"Ever since I was a child, I had an insatiable lust for exploration, expanding my world beyond its limits. At first, the small village I grew up in was this huge and mysterious universe extending beyond the small corner of my neighborhood that our humble house stood at. Soon after, the village felt small and dull, and I would go out into the surrounding fields, always in search of wonders, something new to discover and observe. It was no surprise to my parents that by the time I was seven I insisted on joining the local Sayarut group, and spent the following years climbing up every hill and mountain, walking down into every cave and treading along every stream, brook and river in Israel. By the time I was thirteen I had seen all that our country had to offer, and I wanted to head on, outside of it. But with my parents hailing from modest households, and having three children to raise themselves, and with our neighbors not being as welcome as one would hope them to be, I was bound by Israel's borders. I felt defeated. My lust was not sated, but having no foreseeable way of satisfying it, I ignored it, tucked it away into the corner of my mind. Soon, I stopped hiking altogether, and the termination of my village and neighborhood walks followed not long after. I retreated into the walls of our house, then my room, and started exploring fictional worlds through books instead. That is how I became a fan of science fiction and fantasy literature. ",The Left box,Speed!,Door C
231,Male,25,"Last weekend I accomplished a teenhood dream.

It all started when I got out of elementary school, the group of friends I hung out with was going a direction I did not wish to follow and I found myself entering my middle school years all alone with no group of friends to call mine own.

It wasn't until the 8th-9th grade that I found myself through a few classmates and role-playing games such as Dungeons and Dragons, through them I was also acquainted with the Israeli role playing games online community called Web-Creatures.

The forums of Web-Creatures were a haven, a place where I felt like I could be myself and have fun doing and talking about things I really liked without any judgement. It was this whole experience that led me to be the open and outgoing person I am today and showed me how much fun it was to meet new people and have new experiences, an aspiration I have for my daily life to this day.

It was at this forum, or at least during that time that I came to know the power metal band Blind Guardian, It was over the love of that band that one of my best friends Eddie and I grew close and it's songs to this day accompany me when studying and remind me of a time when I realized anything was possible.

And last weekend, roughly 10 years after that magical teen-age time, I flew to see them in Greece live with Eddie.

A thing we've been talking about doing since both of us were still getting excited about the fact we had armpit hairs, and just did it.

It. Was. Awesome.",The Right box,Speed!,Door A
232,Male,26,"In 2011, I've been traveling in India and Nepal. While I came to a coffee shop for breakfast in Pokhara, Nepal, I met nice Belgian couple, around 60-70 years old.

The Belgian couple told me about a place in India by the name Nagaland, and a wonderful festival named Hornbill. After hearing what they had to say, I understood I must go there.

After two days on buses, trains and taxis I came to Kohima, Nagaland. I had wonderful week of sightseeing and enjoyment.

At the end of the festival a bike accident occurred. I suffered from damage to my lobos frontalis. I had one week of blackout and one more week in hospital over there.

My brother came from Israel and my fellow friend Arik came from another place in India to the hospital I been at.

While there Neidouno Angami made food to us. Neidouno won Padma Shri, the fourth highest civilian award in the Republic of India, and was nominated to Nobel Peace Prize in 2000. She worked against the social problems of drug addiction and alcoholism in her state of Nagaland.

Nagaland's citizens wanted to be independent country instead of a state in India, which causes war in the area. Neidouno made big differences in the talks between the two sides.

Nowadays I'm still keeping touch with her. We sending emails to each other. Last year she came to Israel and my family accommodate her for two days.",The Left box,Speed!,Door A
233,Male,22,"I went to a little town about 150 km outside Kathmandu on a great cycling adventure with a couple of my buddies. The town of Gorkha is where the unification of Nepal began almost three hundred years ago and still instills a sense of pride in every Nepal every time it is mentioned. Today, the only reminder of this is the castle in the hills far above the sprawling modern city. The castle dating back all the way to the first king of Nepal, Prithivi Narayan Shah is a symbolic representation of our unity and sovereignty as a people. 



It is with great sorrow I learnt that in the aftermath of the devastating earthquake two weeks ago, This castle has suffered major  structural damage and surrounding structures are either totally destroyed or in very bad situation. Most of the surrounding villages have been completely destroyed. Many lay dead beneath the ruins. The survivors, few and far between in some places, are in a state of shock and alternate between the recognition of unspeakable horror at the loss of close family and friends and the determination to get better, moving away the ruble and giving the dead a respectable end. 



The human tragedy is the worst we have probably seen in our history and certainly in our lifetimes. But it is the great loss of heritage that is going to be more difficult to replace. In addition to being priceless relics of our glorious history and rich culture these also represented to each of us a part of our soul. Our identities were based on them. Now every Nepal, in between the aftershocks, is left to ask, will they be replaced? Even if they are replaced, can it even come close to being the same again. I guess, only time can tell. ",The Left box,Speed!,Door B
234,Male,19,"A true story: A few months ago I decided to build something that wasn't intended to be a weapon but some other people thought that it was too dangerous to be something a student should have access to. Since I live in the Technion dorms, someone around me (either one of my roommates or a friend of mine) called Technion Security on me. What the heck! It was an electromagnetic ferromagnetic object accelerator (in other words a coil-gun). It was assembled for less than here days when I got the call from security that I need to come down to the Churchill building to speak with them. On my way there I called all my friends wondering who had called security since no one had expressed their concern with me directly. After a brief conversation security determined I was not a threat to anyone but since this was during a war (tuck eitan) they kindly asked me to stop building this device since they didn't want any more concerns than what they already had. Before I left I asked security for the name of the person who called, my intention was to clarify with said person that this was only a hobby and I meant no harm to anyone. They refused to give me the name, however they did leave me with a seemingly meaningless piece of information, they called me by a nickname which only a handful of people know of and use regularly when referring to me... To be continued...",The Left box,Stop!,Door C
235,Male,27,"Well, the first time I enter my music school back in elementary school I wanted to play on contrabass, but I was only 8 years old and way to small for the size of this thing. so they gave me a trumpet and told me to try - I hated this - it had only 3 bottoms - no fun!

Later on this year I was moved to trombone which was much more fun (it's big and it have low impressive sound). So I took that trombone until the end of the year. 

When I came in the next year they asked me if I wanted to keep on trombone study, so I went back home and consult with my parents, my dad told me to try saxophone so I did.

I was also too small for saxophone, but I had small talent so they kept me, and ever since then I played saxophone, I just fell in love with this sexy, warm an thrilling instrument.

I eventually did my final on music with specialty in saxophone (8 points) and after that I went to the IDF marching band and performed around Israel and also Russia and Hungary with orchestras like Beer Sheva, Kefar Saba and Zichron Yaakov and now I'm studying in the technion material engineering.

I never left the music - I still play once in a while in some sort of events like wedding etc. but it never meant to be my career - and I have only few regrets about that - my love to music is a thing cannot be undone or die, it ever last.

so therefore I'm keeping on the music and thanking my father every time we talk about music - which happens quiet a lot.

You can also hear me sometimes in the evening playing in the dorms of Mizrach Hadash jamming and playing Disney and classical masterpieces, you are always welcome in - my door is always open to music fans.",The Right box,Speed!,Door C
236,Male,25,"Hello,



I choose to tell about a story that happened to me with some friends from the Technion during a sailing course.



It was not long ago, on a windy rainy Friday morning we met as usual at the beach, we listen to a brief instruction from Joe, the nice teacher that in charge on the course, then we organize the stuff on the small sailing boat called ""Snunint"" and we get on the board with our guide, Wiki, I didn't really liked this guy I mean he is a good man but I prefer the other guide, Jay, he is much more cool and I feel I can trust him more than Wiki. anyway I don't want to insult anyone so I stayed on Wiki boat.

It was Wiki, Joel, Grace, Dan, Gabi and me on that boat, at the beginning the wind was not that fast we sailed far from the beach we had our beers and cookies it was really fun. Wiki explain us a bit how to sail and gave us in turn to operate the ""wheel"" or the sail.

After a while  the wind started to be stronger and off shore, we started to be worry and we told Wiki lets go back, he tried to direct the boat toward the beach without success.. we tried to help him but then Dan pulled one of the mask ropes and cause it to detached..

we were a bit scared  so gave up and we called a rescue on the radio, they came on the motor boat and pull us to the beach.

Of course when we all arrived to the beach we were smiling and laughing about our fear from before...",The Left box,Speed!,Door A
237,Male,28,"There's a chill in the air. We're riding.



Me and the team are all suited up and ready for the mission. Behind us, are the armed forces of the IDF. In front of us, the enemy.

a small group of soldiers armed and ready to launch a war. In Hebrew the unit is called ""Kometz"", roughly translated as, ""a wisp"". Our vehicle stops two kilometers from the border with Gaza. We take our gear and weapons and start crawling in full darkness to our goal.



After the mission will be over, people in the base will tell you how dangerous your job is, and how scary it must be. But right now there is no fright, and the danger is but a pale shadow in the back of your mind. The people behind you trust you to do your mission. The fighters, the commanders, the civilian people in the villages and cities just over the horizon, your friends and your family back at home. They wait, and you go.



When all of this will be over. I'll still be here,  living and breathing. I can't say the same thing about three of my friends.



There's a chill in the air and I'm riding.",The Left box,Stop!,Door B
238,Male,18,"Hey my name is <PERSONNAME238>, and I'm 18 years old.

I want to tell you about one summer 3 years ago when I turned 15.

it was 32 degrees in israel and me and my girlfriend at the time Shelly decided to go to the beach. 

It was a sunny day so we packed everything we needed which was a lot because Shelly wanted to bring sandwiches, beers, ball, towels and more stuff which frankly I didn't thought we needed. 

we arrived to the beach approximately at 11 am, and we decided to sunbath a bit. after 30 minutes, our friends Gila and Aviv arrived to the beach as well. We all decided to go play some football.

it was me and Shelly against Gila and Aviv.

We Played for about 45 minutes, and in the end Gila and Aviv won 10-8.

because they won me and shelly decided to grant them a ""prize"" we bought them ice creams. 

Them after we sweated, we all ran towards the water and suddenly Gila fell and injured her left leg.

We quickly took our car and all four of us drove to the hospital.

after Shelly was examined, we were told she only fell badly on her leg and her leg wasn't broken.

happily we went to drink milkshake after shelly had one more exam. 

this was one of the adventures days of my life.",The Right box,Stop!,Door C
239,Male,21,"Cost To Cost Israel:

The story began in the last ""Sukot"" holiday. I and 3 close friends decided to travel the cost to cost trail from the Mediterranean Sea to Sea Of Galil without any preparation, two days later we were on the ride to ""Hof Acziv"" my younger brother accept to take us there.

This is a four days trail but, we decided to make it in three days because this was all the time we got. We started in 9 AM in Thursday and managed to finish the trail in Saturday afternoon, right in time for Saturday Meal.

The trail was very hard due to lake of experience in packing our bags that cause our bags to be very heavy and uncomfortable, and we had to carry at least 4.5 liters of water at any time. We walk at least 25 Km a day (and more than 30 km in the second day) to finish in our limited time. I made the trail with sport shoes at the end of the trail I understood that it was a huge mistake (but smaller mistake than my friend who decide to make the first day with sandals) that case me to limp two days after. But it was totally worth it just for the amazing views especially from Meron Mountain and for the experience I purchase in his trail.

What mostly make the trail fun was the bonding with my friend and my country. I recommend this one for any tracks beginner.",The Left box,Speed!,Door B
240,Male,26,"I once went to Prague and found out that beer is cheaper than water over there. It made me wonder, why is beer that expensive in Israel and so cheap over there? So expensive that most Israelis usually do not drink it on a daily, weekly or even monthly basis, but is more of a hangout experience.



In my attempt to figure it out, I decided to brew beer at home. I bought the best ingredients I could find and went through with it . Although I probably was not as efficient as a huge brewery such as Goldstar, I managed to brew 20 liters of beer in approximately 150 Shekels. And the beer was shockingly good. For comparison, a good price for a Goldstar is about 8 shekels for half a liter. Which translates to 320 shekels for 20 liters. That is more than double the price of my homebrew beer. So yes, there are collateral expenses, but this cannot explain the price difference. Basically, as far as I can tell, beer is expensive because we pay the price.



I always have fun with the idea of what will happen if someone raise the beer price in Czech to the equivalent price in Israel. I believe that there will be riots. Songs will be written on this unfortunate fate. Doom will encompass all. We should be more like that.",The Left box,Speed!,Door A
241,Female,18,"Last Saturday my friends and I went to Monfort lake. We met Saturday morning to pack the things we needed and rode there. There were 10 of us, so we rode in three cars. When we arrived we there went ice-skating in the ring near the lake. Some of us knew how to skate and some didn't, so it was probably funny to watch us from the side. I felt like I knew how to skate, and I could skate very fast, but then I fell down really bad. Three days have passed and I still have blue marks on my knees. It was funny and I had a great time anyway, it was part of the experience and the fun. We made a lot of funny photos and video clips which I will definitely watch later and laugh at. It was very fun and everybody had a great time. In the afternoon we got to the lake and had a barbeque there. After that, we decided to take kayaks to ride around the lake. It was supposed to be a calm ride but we ended up having a huge water fight and everybody got completely wet. It was a great day. I love my friends very much and I hope we can have more days like that. We don't sew each other as my as we use to in the summer because some of us are  in the army and some are students, like me.",The Left box,Stop!,Door B
242,Female,23,"Hello, my name is <PERSONNAME242>. In this mini-essay I would like to tell you about my wonderful partner- G. G and I met on a complete stroke of luck, after apparently our whole lives we were near each other and never noticed.

We went to the same school and took the same bus home and back together every day, we volunteered in MDA together, we're actually neighbors! But all this wasn't enough for us to meet, until the lucky day my friend invited both of us to her birthday party.

I wasn't even planning on going! But luck was with me that day, and arranged for me to meet by chance another friend of hers who convinced me to come. I owe both of them so much for bringing my love and I together. We've been together for over two years now, and I've never been happier.

We live together in a small apartment near the Technion, and we love it! Spending so much time together is heaven, and especially so after last year we could only meet for a few hours every week, due to the fact that I was a student here in the Technion, and he was a student at the Hebrew university.",The Left box,Stop!,Door A
243,Female,22,"When I was 18 years old I took part in a project that called ""eye2israel"".

The idea of this project is to represent Israel in front of youth around the world by writing about experiences we had in this country.

During Taking part in this project I found out that there are a lot of children around the world that still think that we are riding a camel to school and sleep in tents.

In the summer of 2010 I and my friend took part in a delegation to Germany  for 14 days, the purpose was to stay in German youth homes and represent Israel there. We went with them to school, hang out at night and took part in their routine.

I believe that this kind of projects are the key of acknowledge of the world the Israel should be exist and be the Jewish state.

Since that delegation in Germany I took part in another delegation, this time to USA, the idea of this delegation was to visit a Jewish community which contribute to my city a lot, this delegation was more like a trip in Miami, they took us to see memorial for the holocaust and the Disney world in Orlando. It was an amazing experiences, I am glad that I had the option to take part in.",The Right box,Speed!,Door A
244,Male,20,"An experience I had,

when I was 17 years old I worked at a relatives' factory located in Bar-Lev industrial area. one Friday, after work, we waited for the delivery car to return from delivery duty and take us home. I used to work with immigrants who came from different African countries, such as, Ghana, Ethiopia and Eritrea. One of the Eritrean workers, was caught smoking during work, the boss got angry and demanded that if he wanted to continue working he needs to stop smoking during work hours. the funny thing is, that boss wonders around the factory all day with a cigarette in his mouth. he tried to reason with the worker and to convince him to smoke only at recess. that day I saw the Eritrean worker smoking, I looked at him, shock my head and he laughed, the same day he was caught. he was actually willing to quit this job that his family in Eritrea depended on because he was not allowed to smoke. you think about people who travel near and far, their families worked so hard to get them here, they depend on them, but still, he wastes money on cigarettes and girls and even willing to quit the living source for his family because of his nasty habit. compared to the guy fro Ghana who worked with a broken arm. the same Friday, I was setting in the lobby waiting for the delivery car, I was bored and so a business magazine on the table. while I was reading it, that same Eritrean walked past me and said ""white guy"" in Arabic. I was shocked. as a person who is fully aware of the fight against racism and the history and the fight that black people fought in order to be recognized as equals and not to be judged by their skin color. this guy comes and say ""hey white guy"". I felt a burning inside and thought about it for a while. what should I have responded. should I be offended or pleased(considering being ""white"" is supposed to be good"". a part of me then wanted to shout at him. what does he want? for me to call him ""black"", will he be pleased then ???

I still wonder to this day what do you do when you fight others not to be racist and then those who you fight for stab you in the back and treat you thus.

thank you dearly.",The Right box,Stop!,Door C
245,Male,26,"I come from the periphery, where I lived all my life, and in which there is a well-known problem with the lack of Quality teachers.

I can attest from first hand that without the considerable help I have received from various private teachers, and the support (both financial and otherwise) that I received from my parents, I would not have been in a position to be able to study at the Technion.

I also understand that not every family has the ability and the means to help promote their children in such ways (Particularly in the periphery) and that the situation creates inequality and inequality of opportunity between the children, and an extra heavy burden on the parents.

In addition, there is Israel's macro problem which is that, According to all forecasts, In Israel there are too few people who study computers (relative to industry demands) and that the problem will be revealed at full in about 20 years at the most.

In light of all this, I chose to also study computer science education, in addition to my computer science studies, with the intent of returning to my hometown and promoting students in science and technology studies in general, and in computer science studies in particular, and so to help these students learn a useful, Interesting and important Occupation, which will be very needed just when they finish their studies.",The Left box,Speed!,Door A
246,Female,25,"I keep dreaming that people close to me die. I dream about it at night and day dream about it as well. When I go to bed at night and it takes me a while to fall asleep that's when they come, those scary thoughts. You guessed correctly that's by far my biggest fear. I don't know if I have a real enough reason to be that scared of it. No one that close to me has ever died suddenly, but I hear about awful things happening all the time. A person with arteriosclerosis getting a stroke or a heart attack, someone dying in a car accident, a soldier in a war. In my head I have a reason to fear for each one of them, and for each one there's a suitable scenario. My boyfriend I'm afraid will die as a soldier when they call him to recruit him, or of skin cancer, it runs in his family, and he has a lot of suspected moles. My little brother who just finished his army service two months ago will die ether in a car accident or at war. My father I a few years will get a clog somewhere in his blood vessels I'm guessing the carotids because he already has a 50% blockage there. My mother and sister are the only ones I'm not all that worried about, but that scares me as well. They might die without me expecting anything and I won't be ready.  My boyfriend tells me I'm nuts and I should stop thinking of things like that, I don't know. ",The Left box,Speed!,Door B
247,Female,28,"I wanted to study chemistry because I wanted to learn how to make perfumes.

It all started in a trip to France. A visit in a perfumes factory, which was established in the 17th century, amazed me. From the smells to the technique, the distillation of a flower seed into its essence and the combination of smells which makes perfumes differ from one and other blew my mind and I decided that this is what I want to do for a living, make a new perfume from a combination only I thought about.

I started researching this field and got to know the world of chemically engineered essences and natural essences. The fact that every perfume has 3 notes, the first one , the second one which lasts the longest and usually has some fruity ingredient because they last the longest , and the last one before the perfume fades away. The fact that unusual materials are used for perfumes like the ambergris which is a substance made by a whale and has an earthy kind of smell.

I also found out that there are two main highly prestige's placed to learn the art of perfumery, both in France, and both require a bachelor degree in chemistry or pharmacy.

As most student at the Technion, I didn't finish my degree in time and currently doing my second extra semester. I hope this will be my last semester and I'm looking forward to finish it and making my dream come true.",The Left box,Stop!,Door A
248,Male,27,"People should go out and acquire education so they can more easily find an honorable and respectful job and provide for themselves and their loved ones. Young people should think about their upcoming future while they can and before it's too late. They should do everything in their power to get to a level that they will be able to be accepted into a good university. It is in their best interest to choose a subject that they are interested in and one that will be reasonable to look for a job in the market. People should have the opportunity to enjoy the time which they are students in. Enjoy the universities facilities such as the Jim, parties and even start dating the other sex. They should also study hard and test their limits in order to learn their own capabilities, increase their level of knowledge and have new life experiences. In addition, most students study far from home and that gives them the opportunity to live a more independent lives which plays an important role in our future to come. They will learn to calculate their expenses, deal with daily issues and live with roommates.  Later on the goal will be to find a job and to develop a career that will give them satisfaction and financial security. Hopefully after acquiring a degree you will find a job that you will be able to provide for your family and even enjoy overseas vacation and other extra activities
In conclusion, a college or university is the place where you learn how to deal with life, how to interact with other people and how to become independent and experienced in several parameters of life.",The Left box,Stop!,Door C
249,Male,24,"Censorship in China



One of the only ways to ensure a totalitarian regime today is a strong and 

definite code restricting individual freedom and rights, such as free speech and the 

right to elect your candidates. In recent publications and addresses the Chinese 

government has censored references to launching political freedom and human rights 

in China made by American officials. Is it justified for the Chinese government to 

censor those remarks, even if they do contradict their interests? Is it acceptable for 

outside factors, such as American speakers and writers, to make such offensive 

declarations in the first place?

Clearly, the Chinese government is interested in keeping things like they are in 

China, and not compromise with any revolutionary ideas that would alter its power. 

So they cross out any reference to what they consider dangerous and provocative: 

human rights, international relations, and political freedom (AKA shift of power in the 

country). But they did not hesitate to pay tribute to progression and strength.

By those criteria, yes, the Chinese government is definitely doing a disservice 

to its people. I do believe these human rights, those ideals by which the Western 

world lives, are indeed crucial. The ability to criticize, change, develop, know, and live 

life fully without being afraid or suppressed - something that seems so natural to most 

of us - is key to peace and sanity. It is the next step in the mental development of the 

human race. Accepting and respecting the individuality, the miscellany, and the 

beauty in each of us and in the whole picture we create.

But needs differ from place to place and from people to people. If the Chinese 

who live under a dictatorial government want a change let them lead their own 

revolution. Changes in mentality over the centuries occurred slowly, but steadily. No 

censorship can hold back people from thinking and trying to find solutions for their 

misery. If outside sources do more than inspire or germinate such visions of 

progression they are the ones doing the harm. I find the American heroic ideology that 

everyone needs redemption very inappropriate and perhaps even humiliating. Perhaps 

the long-experienced Americans can contribute a great deal, but I suppose the Chinese 

people know what they want best.",The Left box,Speed!,Door C
250,Female,23,"My name is <PERSONNAME250> and I am the eldest in my family, and because of that and many other reasons attached to my personality, my family and my cousins see me as a role model in life.

Both of my parents have been encouraging me during my journey of studying and learning, they didn't have that opportunity when they were young to get high education because of money shorts ; so I did my best to make them proud and to partly fulfill their back days dreams.

As a result of perusing my dream and my ambitions, I entered Technion one of the best institution in the country and learned Chemistry, a subject that really adores me, my steps also motivate my brothers  to follow my steps, so one of them is also in Technion learning computer science and the other is in the school of engineering learning electrical engineering.

My logo in life is about spreading education all over the world and I quote the saying of queen of Jordon: 'if you educate a woman you educate a family, if you educate a girl you educate a future'.

Currently I am in my last semester of my first degree, and am planning to do my second degree in the near future, with the idea of sharing my knowledge with all people from different background and cultures.",The Right box,Stop!,Door B
251,Male,25,"The first thing I noticed when reading the instructions is a spelling mistake, which is ironic considering the fact that the participants are asked to use a text editor to ""avoid misspellings"".

Speaking of which, I like words. A friend of mine studies linguistics in the Hebrew University; she and I often discuss ambiguities in meanings of words or similarities between them. Even today, when we were speaking on the phone and I noticed that on the second floor in Ullman building there are old lockers, most of whose numbers are missing, I described the situation of their usage with a word in Hebrew that translates to English as both 'yet' and as 'anymore'. I realized the ambiguity and translated to English in order to clarify. She said that she actually thought I meant the other meaning for a second before realizing herself that I might have meant the first. Sometimes I help her think about examples for the papers she writes.

I have recently read that physicists from the Weizmann Institute who study complex systems have researched a sort of 'basic dictionary' of words that are used to define most other words. In this context, I don't remember why, the Ouroborous was mentioned. My word processor is not familiar with the word. It means the figure of a snake eating its own tail. 

I also took a course called 'the Languages of the World' in the Technion, which was about classification of families of languages and the origin of many modern tongues. Taking this course was something I felt compelled to do, as I have learned, not to native speaker level, admittedly, 5 different languages during my short time on this earth.",The Left box,Stop!,Door A
252,Female,25,"I would like to tell about my wedding, since it's my freshest memory- I got married two days ago. We chose to make a different wedding than most people: a small one (150 people), vegetarian, which would not include the religious regimen in any way. Namely, we didn't invite a rabbi, but wrote our own ceremony, which was presented by 2 of my husband's cousins. 

The whole ceremony was very intimate and funny, hosted by 2 cousins. The food was just amazing, people were surprised they could enjoy food so much without meat. We also had a jazz band instead of a DJ, who were playing both calm music and happy, dancing music.  We were surrounded by our best friends and family, everyone was dancing and enjoying themselves. The atmosphere was amazing. The only thing that made my heat miss a beat, was a powerful bolt storm that was  taking place just above us. The sky was full of amazing colors, and I was terrified it might rain any moment. Luckily, we got away with only few drops. 

We kept getting great feedbacks from all the guests, it was worth going 'against the stream' to have the wedding of our dreams!",The Left box,Speed!,Door B
253,Male,25,"four years ago I went to the 'Israel National Trail' with some friend of mine, which I met on the Psychometric test. The decision to go out on the trail was formed while I was towards the end of my military service, and I thought about something cool to do right after. Actually, it was on the independence day when I got the book of the 'Israel National Trail' as a gift, and at that moment I knew I'm going to do this as soon as possible. The Trail was one of the most significant experiences I have ever had. I met so many different types of people along the way, and exposed to so many different opinions and I have learned so much about myself. Along the trail itself, I have come to another decision -  the next trail that I'm going to do. It is the PCT - The Pacific Trail. This one is much larger than the Israel National Trail, about four times longer! It is one of my dreams to complete this trail, and to get lost in the infinite nature of lonely mountains and long rivers in the USA. The aim is to go on the trail right after I'll finish my studies. It is some much fun and exciting to enjoy all of the quiet spaces the wilderness have to offer and I recommend everybody to go out and do it, is not have to be so long, but just to go out for a moment and feel the surrounding. ",The Right box,Speed!,Door A
254,Male,24,"let me tell you a little bit about the student's festival. The student's day is the best day of the year for the students. It's a day that the students allow themselves to take a rest and leave behind the homework and the rest of the studies. During the days of the festival, the students party and enjoy the moment. they seat all the friends together and just make a lot of fun. they have two pool parties. these parties allow them to see the sun. I tell you this because usually they don have the time to see the sun. and the peak of the festival are the two evenings shows. the organizers bring the best bands of israel to perform really good shows. the atmosphere is great and everybody are happy. for example, this year the bands are Red Band, Moshe Perez, Balkan etc. 

the students can enjoy during these evening from cheap drinks and food.

the preparation for the festival take a week. it is located mainly on the grass, and have a huge stage.

there are a massive staff that take care for the order. 

the festival starts at 1900 and until 0200 the people still party. 

the sad part is, that after the festival the students must to return to their  ordinary lives which include studies, studies and more studies.

and then, the final exams which everybody don't like so much.

after the festival, the students need probably a week just to refresh themselves from these two days.

so, this is the student's festival.

until next time.",The Left box,Stop!,Door B
255,Male,30,"Hi

I want to tell you about my thoughts while my studies are soon finish.

So, I chose in mechanical engineering degree because this was the most difficult degree I was can registered, not that what I'm interesting.

But now, while I was ""break my tooth"" in my studies and the degree was continued more than 4 years, its upload ideas that maybe I don't want to work in this discipline, and I want to be a teacher and to talk with children and help them to success in their career (how much I can)...

Now , my head is full with thoughts and its just cause to me to finish how much I can my studies at mechanical engineering...these thoughts cause to me a little embarrassment because a degree that took at least five and half years from my life all day are going to garbage. So I am thinking on this a lot of time and check about curriculum to execute this thought.

If I think what the reason this thought up to my mind, is the fact I was teaching pupils that they are in the 11th - 12th class and preparing them to their final exam. I teach them mathematical and they are success and I know that I have an important part in their success. 

They are also gave me after their exam and finish their year in the studies a feedback and gift for their appreciation my investment in their mathematic course, and also told me that they are thinking they would not success and sure not happy to learn mathematics. Of course I was glad for it.",The Right box,Speed!,Door C
